Date,Revenue,COGS,is_test,day_of_week,day_of_month,month,quarter,year,week_of_year,is_weekend,is_month_start,is_month_end,revenue_lag_1,revenue_lag_7,revenue_lag_30,rolling_mean_7,rolling_std_7,revenue_growth_rate,active_promos_count,is_promo_active,sessions_lag_1,sessions_lag_7,sessions_rolling_mean_7,total_stock_on_hand,total_stockouts,revenue_lag_14,revenue_rolling_mean_7,revenue_rolling_mean_30,revenue_rolling_std_7,is_payday,is_double_day,is_christmas,days_to_payday,days_to_double_day,revenue_lag_2,revenue_lag_3,revenue_diff_1,revenue_diff_7,revenue_acceleration,weekend_x_payday,promo_x_weekend,sessions_per_dayofweek
2017-02-22,4461426.24,3673004.77,0,2,22,2,1,2017,8,0,0,0,5243661.46,2042667.61,3466339.69,3894989.0714285714,1284561.823870312,-0.06754002669913384,1.0,1,18854.0,18861.0,19359.285714285714,92774.0,328.0,1933130.03,3894989.0714285714,3574527.1256666663,1284561.823870312,0,0,0,3,11,5623470.83,4520643.56,-379809.3700000001,3200993.8499999996,-1482636.6400000006,0,0,6284.666666666667
2017-02-23,5005082.74,4050645.07,0,3,23,2,1,2017,8,0,0,0,4461426.24,3533527.8,2856042.21,4240526.018571428,996207.8324538877,-0.14917729261644586,1.0,1,17550.0,21116.0,19172.0,92774.0,328.0,2516914.69,4240526.018571428,3607696.677333333,996207.8324538877,0,0,0,2,10,5243661.46,5623470.83,-782235.2199999997,927898.4400000004,-402425.8499999996,0,0,4387.5
2017-02-24,5197080.94,4291124.12,0,4,24,2,1,2017,8,0,0,0,5005082.74,3023518.61,2345949.16,4450748.1528571425,977234.8192449099,0.12185710818789652,1.0,1,19901.0,19370.0,18998.428571428572,92774.0,328.0,2588464.94,4450748.1528571425,3679331.3616666663,977234.8192449099,0,0,0,1,9,4461426.24,5243661.46,543656.5,1981564.1300000004,1325891.7199999997,0,0,3980.2
2017-02-25,7193655.77,5984598.22,0,5,25,2,1,2017,8,1,0,0,5197080.94,3277433.63,3398297.86,4761257.0571428565,771907.3082677537,0.03836064456349031,1.0,1,18825.0,16868.0,18920.571428571428,92774.0,328.0,3014037.02,4761257.0571428565,3774369.087666667,771907.3082677537,1,0,0,0,8,5005082.74,4461426.24,191998.2000000002,1919647.3100000005,-351658.2999999998,1,1,3137.5
2017-02-26,6951383.99,5568547.06,0,6,26,2,1,2017,8,1,0,0,7193655.77,4520643.56,3893498.97,5320717.362857142,921855.5612662147,0.38417235618423895,1.0,1,21844.0,19576.0,19631.428571428572,92774.0,328.0,3603536.48,5320717.362857142,3900881.018,921855.5612662147,0,0,0,5,7,5197080.94,5005082.74,1996574.8299999991,2673012.21,1804576.629999999,0,1,3120.5714285714284
2017-02-27,7418488.93,6084966.92,0,0,27,2,1,2017,9,0,0,0,6951383.99,5623470.83,5454445.79,5667965.995714285,1022561.3529055185,-0.03367853393963549,1.0,1,19969.0,20870.0,19687.571428571428,92774.0,328.0,4440040.43,5667965.995714285,4002810.5186666665,1022561.3529055185,0,0,0,4,6,7193655.77,5197080.94,-242271.77999999933,1327913.1600000001,-2238846.6099999985,0,0,19969.0
2017-02-28,5900508.14,4852701.48,0,1,28,2,1,2017,9,0,0,1,7418488.93,5243661.46,6530902.38,5924397.1528571425,1216267.6842118779,0.0671959627999199,1.0,1,16986.0,18854.0,19132.714285714286,94629.0,298.0,3875527.43,5924397.1528571425,4068278.6233333335,1216267.6842118779,0,0,0,3,5,6951383.99,7193655.77,467104.9399999995,2174827.4699999997,709376.7199999988,0,0,8493.0
2017-03-01,4138759.12,3461752.84,0,2,1,3,1,2017,9,0,1,0,5900508.14,4461426.24,5647441.37,6018232.392857143,1179786.4717462887,-0.20462129206142798,1.0,1,18395.0,17550.0,19067.14285714286,94629.0,298.0,2042667.61,6018232.392857143,4047265.4820000003,1179786.4717462887,1,0,0,0,2,7418488.93,6951383.99,-1517980.79,1439081.8999999994,-1985085.7299999995,0,0,6131.666666666667
2017-03-02,1084768.59,894235.96,0,3,2,3,1,2017,9,0,0,0,4138759.12,5005082.74,5786663.6,5972137.089999999,1254676.4297808274,-0.2985758138450767,0.0,0,31339.0,19901.0,21037.0,94629.0,298.0,3533527.8,5972137.089999999,3996976.0736666666,1254676.4297808274,0,0,0,3,1,5900508.14,7418488.93,-1761749.0199999996,-866323.6200000001,-243768.22999999952,0,0,7834.75
2017-03-03,1291387.67,1088338.93,0,4,3,3,1,2017,9,0,0,0,1084768.59,5197080.94,3754242.39,5412092.211428572,2243542.67983789,-0.7379000423682546,0.0,0,26292.0,18825.0,21950.0,94629.0,298.0,3023518.61,5412092.211428572,3840246.24,2243542.67983789,0,1,0,2,0,4138759.12,5900508.14,-3053990.5300000003,-4112312.3500000006,-1292241.5100000007,0,0,5258.4
2017-03-04,1414852.54,1091358.11,0,5,4,3,1,2017,9,1,0,0,1291387.67,7193655.77,2084558.98,4854136.03,2737263.6246707314,0.19047295607996895,0.0,0,22532.0,21844.0,22479.571428571428,94629.0,298.0,3277433.63,4854136.03,3758151.0826666667,2737263.6246707314,0,0,0,1,30,1084768.59,4138759.12,206619.07999999984,-5902268.1,3260609.6100000003,0,0,3755.3333333333335
2017-03-05,2359240.19,1784452.73,0,6,5,3,1,2017,9,1,0,0,1414852.54,6951383.99,2527455.7,4028592.7114285715,2785089.4306570217,0.09560635653273675,0.0,0,26587.0,19969.0,23157.14285714286,94629.0,298.0,4520643.56,4028592.7114285715,3735827.5346666668,2785089.4306570217,1,0,0,0,29,1291387.67,1084768.59,123464.87000000011,-5536531.45,-83154.20999999973,1,0,3798.1428571428573
2017-03-06,3890607.23,3160109.06,0,0,6,3,1,2017,10,0,0,0,2359240.19,7418488.93,2511052.37,3372572.1685714284,2509044.5437356345,0.6674813263578689,0.0,0,24658.0,16986.0,23827.0,94629.0,298.0,5623470.83,3372572.1685714284,3730220.3510000003,2509044.5437356345,0,0,0,9,28,1414852.54,1291387.67,944387.6499999999,-5059248.74,820922.7799999998,0,0,24658.0
2017-03-07,3220221.21,2644266.94,0,1,7,3,1,2017,10,0,0,0,3890607.23,5900508.14,2436308.96,2868589.068571429,1820840.1112105146,0.6490933167767035,0.0,0,25866.0,18395.0,25095.571428571428,94629.0,298.0,5243661.46,2868589.068571429,3776205.5129999993,1820840.1112105146,0,0,0,8,27,2359240.19,1414852.54,1531367.04,-2009900.9099999997,586979.3900000001,0,0,12933.0
2017-03-08,4553707.12,3607122.81,0,2,8,3,1,2017,10,0,0,0,3220221.21,4138759.12,2567404.94,2485690.935714286,1277861.9715325057,-0.17230884033493143,0.0,0,26052.0,31339.0,26189.428571428572,94629.0,298.0,4461426.24,2485690.935714286,3802335.9213333335,1277861.9715325057,0,0,0,7,26,3890607.23,2359240.19,-670386.02,-918537.9100000001,-2201753.06,0,0,8684.0
2017-03-09,4967983.41,4034647.4,0,3,9,3,1,2017,10,0,0,0,4553707.12,1084768.59,2738634.88,2544969.2214285717,1373380.647660064,0.4140976110147414,0.0,0,24150.0,26292.0,25162.428571428572,94629.0,298.0,5005082.74,2544969.2214285717,3868545.9940000004,1373380.647660064,0,0,0,6,25,3220221.21,3890607.23,1333485.9100000001,3468938.5300000003,2003871.9300000002,0,0,6037.5
2017-03-10,6057343.95,4929376.63,0,4,10,3,1,2017,10,0,0,0,4967983.41,1291387.67,1933130.03,3099714.195714286,1466382.4187849914,0.09097561153647482,0.0,0,29725.0,22532.0,25652.85714285714,94629.0,298.0,5197080.94,3099714.195714286,3942857.6116666663,1466382.4187849914,0,0,0,5,24,4553707.12,3220221.21,414276.29000000004,3676595.74,-919209.6200000001,0,0,5945.0
2017-03-11,4368486.87,3465509.34,0,5,11,3,1,2017,10,1,0,0,6057343.95,1414852.54,2516914.69,3780565.0928571424,1588200.6443132951,0.21927620325930186,0.0,0,25479.0,26587.0,26073.85714285714,94629.0,298.0,7193655.77,3780565.0928571424,4080331.4090000005,1588200.6443132951,0,0,0,4,23,4967983.41,4553707.12,1089360.54,4642491.41,675084.25,0,0,4246.5
2017-03-12,3116003.75,2481856.51,0,6,12,3,1,2017,10,1,0,0,4368486.87,2359240.19,2588464.94,4202512.854285714,1199796.1256851016,-0.2788114879954935,0.0,0,29217.0,24658.0,26449.571428571428,94629.0,298.0,6951383.99,4202512.854285714,4142050.4816666665,1199796.1256851016,0,0,0,3,22,6057343.95,4967983.41,-1688857.08,2009246.6800000002,-2778217.62,0,0,4173.857142857143
2017-03-13,4924647.72,4152542.23,0,0,13,3,1,2017,11,0,0,0,3116003.75,3890607.23,3014037.02,4310621.934285714,1027788.8374075636,-0.28670868364084157,0.0,0,28008.0,25866.0,26928.14285714286,94629.0,298.0,7418488.93,4310621.934285714,4159635.1086666663,1027788.8374075636,0,0,0,2,21,4368486.87,6057343.95,-1252483.12,-774603.48,436373.95999999996,0,0,28008.0
2017-03-14,5669415.23,4519981.15,0,1,14,3,1,2017,11,0,0,0,4924647.72,3220221.21,3603536.48,4458342.004285715,1031662.5858242725,0.5804370325292452,0.0,0,25233.0,26052.0,26837.714285714286,94629.0,298.0,5900508.14,4458342.004285715,4223322.132,1031662.5858242725,0,0,0,1,20,3116003.75,4368486.87,1808643.9699999997,1704426.5099999998,3061127.09,0,0,12616.5
2017-03-15,7298281.44,5862653.36,0,2,15,3,1,2017,11,0,0,0,5669415.23,4553707.12,4440040.43,4808226.864285715,954182.5031527019,0.1512326469516485,0.0,0,27428.0,24150.0,27034.285714285714,94629.0,298.0,4138759.12,4808226.864285715,4292184.757,954182.5031527019,1,0,0,0,19,4924647.72,3116003.75,744767.5100000007,1115708.1100000003,-1063876.459999999,0,0,9142.666666666666
2017-03-16,7437742.79,6020449.52,0,3,16,3,1,2017,11,0,0,0,7298281.44,4967983.41,3875527.43,5200308.910000001,1324278.3362861222,0.2873076223771318,0.0,0,26362.0,29725.0,27350.285714285714,94629.0,298.0,1084768.59,5200308.910000001,4387459.457333333,1324278.3362861222,0,0,0,9,18,5669415.23,4924647.72,1628866.21,2330298.0300000003,884098.6999999993,0,0,6590.5
2017-03-17,7834618.24,6274517.1,0,4,17,3,1,2017,11,0,0,0,7437742.79,6057343.95,2042667.61,5553131.678571428,1560076.2032138687,0.019108793096912935,0.0,0,23997.0,25479.0,26532.0,94629.0,298.0,1291387.67,5553131.678571428,4506199.969333333,1560076.2032138687,0,0,0,8,17,7298281.44,5669415.23,139461.34999999963,1380398.8399999999,-1489404.8600000003,0,0,4799.4
2017-03-18,5974783.9,4875618.15,0,5,18,3,1,2017,11,1,0,0,7834618.24,4368486.87,3533527.8,5807028.005714285,1784317.519378618,0.053359663167378724,1.0,1,28117.0,29217.0,26908.85714285714,94629.0,298.0,1414852.54,5807028.005714285,4699264.990333334,1784317.519378618,0,0,0,7,16,7437742.79,7298281.44,396875.4500000002,3466131.37,257414.10000000056,0,1,4686.166666666667
2017-03-19,5122059.27,4468071.53,0,6,19,3,1,2017,11,1,0,0,5974783.9,3116003.75,3023518.61,6036499.010000001,1667976.6639074516,-0.23738672173004305,1.0,1,26019.0,28008.0,26452.0,94629.0,298.0,2359240.19,6036499.010000001,4780640.193666667,1667976.6639074516,0,0,0,6,15,7834618.24,7437742.79,-1859834.3399999999,2858780.1500000004,-2256709.79,0,1,3717.0
2017-03-20,5574811.65,4750949.98,0,0,20,3,1,2017,12,0,0,0,5122059.27,4924647.72,3277433.63,6323078.37,1184967.6701216884,-0.14272058107407048,1.0,1,30770.0,25233.0,26846.571428571428,94629.0,298.0,3890607.23,6323078.37,4850591.549,1184967.6701216884,0,0,0,5,14,5974783.9,7834618.24,-852724.6300000008,197411.5499999998,1007109.709999999,0,0,30770.0
2017-03-21,6395400.59,5699224.23,0,1,21,3,1,2017,12,0,0,0,5574811.65,5669415.23,4520643.56,6415958.931428571,1077713.4348519915,0.08839264759230336,1.0,1,26717.0,27428.0,27058.571428571428,94629.0,298.0,3220221.21,6415958.931428571,4927170.816333334,1077713.4348519915,0,0,0,4,13,5122059.27,5974783.9,452752.3800000008,-94603.58000000007,1305477.0100000016,0,0,13358.5
2017-03-22,6704488.72,5884865.16,0,2,22,3,1,2017,12,0,0,0,6395400.59,7298281.44,5623470.83,6519671.125714286,1027667.1882243451,0.14719581422988504,1.0,1,28025.0,26362.0,27143.85714285714,94629.0,298.0,4553707.12,6519671.125714286,4989662.717333334,1027667.1882243451,0,0,0,3,12,5574811.65,5122059.27,820588.9399999995,-902880.8500000006,367836.55999999866,0,0,9341.666666666666
2017-03-23,8227253.04,7586583.97,0,3,23,3,1,2017,12,0,0,0,6704488.72,7437742.79,5243661.46,6434843.5942857135,975888.7103170104,0.04832975286697394,1.0,1,29633.0,23997.0,27611.14285714286,94629.0,298.0,4967983.41,6434843.5942857135,5025696.647,975888.7103170104,0,0,0,2,11,6395400.59,5574811.65,309088.1299999999,-733254.0700000003,-511500.8099999996,0,0,7408.25
2017-03-24,8043513.7,7275137.93,0,4,24,3,1,2017,12,0,0,0,8227253.04,7834618.24,4461426.24,6547630.772857143,1142514.1020512541,0.22712609172679765,1.0,1,27385.0,28117.0,28095.14285714286,94629.0,298.0,6057343.95,6547630.772857143,5125149.699666667,1142514.1020512541,0,0,0,1,10,6704488.72,6395400.59,1522764.3200000003,392634.7999999998,1213676.1900000004,0,0,5477.0
2017-03-25,5949599.34,5438511.57,0,5,25,3,1,2017,12,1,0,0,8043513.7,5974783.9,5005082.74,6577472.981428572,1183717.7260340725,-0.022333011894332122,1.0,1,29258.0,26019.0,28258.14285714286,94629.0,298.0,4368486.87,6577472.981428572,5244552.614999999,1183717.7260340725,1,0,0,0,9,8227253.04,6704488.72,-183739.33999999985,2068729.7999999998,-1706503.6600000001,1,1,4876.333333333333
2017-03-26,5631526.96,5140078.21,0,6,26,3,1,2017,12,1,0,0,5949599.34,5122059.27,5197080.94,6573875.187142856,1185891.120734752,-0.260323341029431,1.0,1,24253.0,30770.0,28005.85714285714,94629.0,298.0,3116003.75,6573875.187142856,5276036.501666666,1185891.120734752,0,0,0,5,8,8043513.7,8227253.04,-2093914.3600000003,827540.0700000003,-1910175.0200000005,0,1,3464.714285714286
2017-03-27,6690279.11,5981854.17,0,0,27,3,1,2017,13,0,0,0,5631526.96,5574811.65,7193655.77,6646656.285714285,1094013.8334888823,-0.053461142813694074,1.0,1,25932.0,26717.0,27314.714285714286,94629.0,298.0,4924647.72,6646656.285714285,5290518.035666666,1094013.8334888823,0,0,0,4,7,5949599.34,8043513.7,-318072.3799999999,56715.30999999959,1775841.9800000004,0,0,25932.0
2017-03-28,7528150.84,6808020.58,0,1,28,3,1,2017,13,0,0,0,6690279.11,6395400.59,6951383.99,6806008.78,987969.0542415679,0.18800445376896513,1.0,1,28655.0,28025.0,27591.571428571428,94629.0,298.0,5669415.23,6806008.78,5273738.813666668,987969.0542415679,0,0,0,3,6,5631526.96,5949599.34,1058752.1500000004,294878.5200000005,1376824.5300000003,0,0,14327.5
2017-03-29,8839810.76,8216778.38,0,2,29,3,1,2017,13,0,0,0,7528150.84,6704488.72,7418488.93,6967830.244285715,1002171.2992160931,0.1252371861059769,1.0,1,27352.0,29633.0,27495.428571428572,94629.0,298.0,7298281.44,6967830.244285715,5292964.375333333,1002171.2992160931,0,0,0,2,5,6690279.11,5631526.96,837871.7299999995,823662.1200000001,-220880.42000000086,0,0,9117.333333333334
2017-03-30,17516038.82,16224964.49,0,3,30,3,1,2017,13,0,0,0,8839810.76,8227253.04,5900508.14,7272876.25,1211725.6779362205,0.17423401149597573,1.0,1,24119.0,27385.0,26707.714285714286,94629.0,298.0,7437742.79,7272876.25,5340341.769666667,1211725.6779362205,0,0,0,1,4,7528150.84,6690279.11,1311659.92,612557.7199999997,473788.1900000004,0,0,6029.75
2017-03-31,16556662.03,15209810.1,0,4,31,3,1,2017,13,0,0,1,17516038.82,8043513.7,4138759.12,8599845.647142857,4092580.372310004,0.9814947735374373,1.0,1,26971.0,29258.0,26648.571428571428,101429.0,340.0,7834618.24,8599845.647142857,5727526.125666667,4092580.372310004,0,0,0,0,3,8839810.76,7528150.84,8676228.06,9472525.120000001,7364568.140000001,0,0,5394.2
2017-04-01,15808755.61,14645912.76,0,5,1,4,2,2017,13,1,1,0,16556662.03,5949599.34,1084768.59,9816009.694285715,5052117.071272437,-0.054771332711627374,1.0,1,24915.0,24253.0,26028.14285714286,101429.0,340.0,5974783.9,9816009.694285715,6141456.222666667,5052117.071272437,1,0,0,0,3,17516038.82,8839810.76,-959376.790000001,10607062.69,-9635604.850000001,1,1,4152.5
2017-04-02,14750037.65,13407725.54,0,6,2,4,2,2017,13,1,0,0,15808755.61,5631526.96,1291387.67,11224460.59,5167543.8800615305,-0.045172536507952166,1.0,1,38431.0,25932.0,28053.571428571428,101429.0,340.0,5122059.27,11224460.59,6632255.79,5167543.8800615305,0,0,0,3,2,16556662.03,17516038.82,-747906.4199999999,10177228.649999999,211470.37000000104,0,1,5490.142857142857
2017-04-03,11986923.68,10898039.76,0,0,3,4,2,2017,14,0,0,0,14750037.65,6690279.11,1414852.54,12527104.974285712,4645637.178888091,-0.06697035403155294,1.0,1,40207.0,28655.0,30092.85714285714,101429.0,340.0,5574811.65,12527104.974285712,7080877.455999999,4645637.178888091,0,0,0,2,1,15808755.61,16556662.03,-1058717.959999999,8059758.54,-310811.5399999991,0,0,40207.0
2017-04-04,3822590.98,3438348.87,0,1,4,4,2,2017,14,0,0,0,11986923.68,7528150.84,2359240.19,13283768.484285712,3909542.8286937997,-0.18732928251203484,1.0,1,33072.0,27352.0,30723.85714285714,101429.0,340.0,6395400.59,13283768.484285712,7433279.827333333,3909542.8286937997,0,1,0,1,0,14750037.65,15808755.61,-2763113.9700000007,4458772.84,-1704396.0100000016,0,0,16536.0
2017-04-05,4629254.97,4199168.99,0,2,5,4,2,2017,14,0,0,0,3822590.98,8839810.76,3890607.23,12754402.790000001,4935117.354375164,-0.6811032520063562,1.0,1,33989.0,24119.0,31672.0,101429.0,340.0,6704488.72,12754402.790000001,7482058.187,4935117.354375164,1,0,0,0,30,11986923.68,14750037.65,-8164332.699999999,-5017219.779999999,-5401218.729999999,0,0,11329.666666666666
2017-04-06,3991728.43,3603945.57,0,3,6,4,2,2017,14,0,0,0,4629254.97,17516038.82,3220221.21,12152894.819999998,5690542.055001236,0.2110254521659547,1.0,1,36364.0,26971.0,33421.28571428572,101429.0,340.0,8227253.04,12152894.819999998,7506679.778333333,5690542.055001236,0,0,0,9,29,3822590.98,11986923.68,806663.9899999998,-12886783.850000001,8970996.69,0,0,9091.0
2017-04-07,3428956.51,3033332.62,0,4,7,4,2,2017,14,0,0,0,3991728.43,16556662.03,4553707.12,10220850.478571428,5859541.63733866,-0.13771687758213924,1.0,1,34141.0,24915.0,34445.57142857143,101429.0,340.0,8043513.7,10220850.478571428,7532396.685666666,5859541.63733866,0,0,0,8,28,4629254.97,3822590.98,-637526.5399999996,-12564933.6,-1444190.5299999993,0,0,6828.2
2017-04-08,3512061.04,3104040.68,0,5,8,4,2,2017,14,1,0,0,3428956.51,15808755.61,4967983.41,8345463.975714286,5588278.851274968,-0.1409845208332473,1.0,1,32188.0,38431.0,35484.57142857143,101429.0,340.0,5949599.34,8345463.975714286,7494904.9986666655,5588278.851274968,0,0,0,7,27,3991728.43,4629254.97,-562771.9200000004,-12379799.1,74754.61999999918,0,1,5364.666666666667
2017-04-09,5195329.1,4683867.18,0,6,9,4,2,2017,14,1,0,0,3512061.04,14750037.65,6057343.95,6588793.322857142,4715806.444995171,0.024236099162424196,1.0,1,40281.0,40207.0,35748.857142857145,101429.0,340.0,5631526.96,6588793.322857142,7446374.2530000005,4715806.444995171,0,0,0,6,26,3428956.51,3991728.43,83104.53000000026,-11237976.61,645876.4500000007,0,1,5754.428571428572
2017-04-10,4956146.85,4458418.44,0,0,10,4,2,2017,15,0,0,0,5195329.1,11986923.68,4368486.87,5223834.958571428,3047595.6856560046,0.4792821197663466,1.0,1,34091.0,33072.0,34875.142857142855,101429.0,340.0,6690279.11,5223834.958571428,7417640.424666667,3047595.6856560046,0,0,0,5,25,3512061.04,3428956.51,1683268.0599999996,-6791594.58,1600163.5299999993,0,0,34091.0
2017-04-11,6400896.15,5775011.4,0,1,11,4,2,2017,15,0,0,0,4956146.85,3822590.98,3116003.75,4219438.268571428,706828.0876269256,-0.04603794011817264,1.0,1,33877.0,33989.0,34990.142857142855,101429.0,340.0,7528150.84,4219438.268571428,7437229.090666667,706828.0876269256,0,0,0,4,24,5195329.1,3512061.04,-239182.25,1133555.8699999996,-1922450.3099999996,0,0,16938.5
2017-04-12,6346191.53,5932271.71,0,2,12,4,2,2017,15,0,0,0,6400896.15,4629254.97,4924647.72,4587767.578571429,1052714.0341766488,0.29150655614653576,1.0,1,32932.0,36364.0,34839.142857142855,101429.0,340.0,8839810.76,4587767.578571429,7546725.504,1052714.0341766488,0,0,0,3,23,4956146.85,5195329.1,1444749.3000000007,1771641.1800000006,1683931.5500000007,0,0,10977.333333333334
2017-04-13,6080699.31,5675033.32,0,3,13,4,2,2017,15,0,0,0,6346191.53,3991728.43,5669415.23,4833044.2299999995,1246224.3087069634,-0.0085464001786687,1.0,1,35148.0,34141.0,34665.42857142857,101429.0,340.0,17516038.82,4833044.2299999995,7594110.297666667,1246224.3087069634,0,0,0,2,22,6400896.15,4956146.85,-54704.62000000011,2354463.1,-1499453.9200000009,0,0,8787.0
2017-04-14,5046450.29,4501125.15,0,4,14,4,2,2017,15,0,0,0,6080699.31,3428956.51,7298281.44,5131468.641428572,1261208.493445714,-0.04183488927886181,1.0,1,42500.0,32188.0,35859.57142857143,101429.0,340.0,16556662.03,5131468.641428572,7607819.767,1261208.493445714,0,0,0,1,21,6346191.53,6400896.15,-265492.22000000067,2651742.8,-210787.60000000056,0,0,8500.0
2017-04-15,5118767.2,4382670.97,0,5,15,4,2,2017,15,1,0,0,5046450.29,3512061.04,7437742.79,5362539.181428571,1022970.0700138289,-0.17008718360717623,1.0,1,37043.0,40281.0,36553.142857142855,101429.0,340.0,15808755.61,5362539.181428571,7532758.728666666,1022970.0700138289,1,0,0,0,20,6080699.31,6346191.53,-1034249.0199999996,1534389.25,-768756.7999999989,1,1,6173.833333333333
2017-04-16,5550880.17,4613246.21,0,6,16,4,2,2017,15,1,0,0,5118767.2,5195329.1,7834618.24,5592068.632857143,651303.2612101119,0.014330253117384784,1.0,1,35179.0,34091.0,35824.28571428572,101429.0,340.0,14750037.65,5592068.632857143,7455459.542333333,651303.2612101119,0,0,0,9,19,5046450.29,6080699.31,72316.91000000015,-76561.89999999944,1106565.9299999997,0,1,5025.571428571428
2017-04-17,6659045.31,5533903.49,0,0,17,4,2,2017,16,0,0,0,5550880.17,4956146.85,5974783.9,5642861.642857143,628677.2293029728,0.08441739057794995,1.0,1,33153.0,33877.0,35690.28571428572,101429.0,340.0,11986923.68,5642861.642857143,7379334.9399999995,628677.2293029728,0,0,0,8,18,5118767.2,5046450.29,432112.96999999974,594733.3200000003,359796.0599999996,0,0,33153.0
2017-04-18,8056843.67,6512827.94,0,1,18,4,2,2017,16,0,0,0,6659045.31,6400896.15,5122059.27,5886132.851428571,647842.0877632702,0.19963773420819497,0.0,0,28523.0,32932.0,34925.42857142857,101429.0,340.0,3822590.98,5886132.851428571,7402143.653666667,647842.0877632702,0,0,0,7,17,5550880.17,5118767.2,1108165.1399999997,258149.15999999922,676052.1699999999,0,0,14261.5
2017-04-19,8628781.58,6869166.87,0,2,19,4,2,2017,16,0,0,0,8056843.67,6346191.53,5574811.65,6122696.782857142,1046698.2192272642,0.2099097235306242,0.0,0,32079.0,35148.0,34803.57142857143,101429.0,340.0,4629254.97,6122696.782857142,7499969.800333333,1046698.2192272642,0,0,0,6,16,6659045.31,5550880.17,1397798.3600000003,1710652.1399999997,289633.22000000067,0,0,10693.0
2017-04-20,7240460.1,5704449.86,0,3,20,4,2,2017,16,0,0,0,8628781.58,6080699.31,6395400.59,6448781.0757142855,1417724.5453504168,0.07098783759819427,0.0,0,35793.0,42500.0,34895.71428571428,101429.0,340.0,3991728.43,6448781.0757142855,7601768.7979999995,1417724.5453504168,0,0,0,5,15,8056843.67,6659045.31,571937.9100000001,2548082.2700000005,-825860.4500000002,0,0,8948.25
2017-04-21,5516371.41,4399591.55,0,4,21,4,2,2017,16,0,0,0,7240460.1,5046450.29,6704488.72,6614461.188571429,1435199.1448112945,-0.16089426614041147,0.0,0,37700.0,37043.0,34210.0,101429.0,340.0,3428956.51,6614461.188571429,7629937.448333333,1435199.1448112945,0,0,0,4,14,8628781.58,8056843.67,-1388321.4800000004,2194009.8099999996,-1960259.3900000006,0,0,7540.0
2017-04-22,5307716.56,4273571.86,0,5,22,4,2,2017,16,1,0,0,5516371.41,5118767.2,8227253.04,6681592.777142858,1358576.2120738653,-0.23811866458597009,0.0,0,34469.0,35179.0,33842.28571428572,101429.0,340.0,3512061.04,6681592.777142858,7590333.538,1358576.2120738653,0,0,0,3,13,7240460.1,8628781.58,-1724088.6899999995,397604.20999999996,-335767.20999999903,0,0,5744.833333333333
2017-04-23,7933547.43,6292750.65,0,6,23,4,2,2017,16,1,0,0,5307716.56,5550880.17,8043513.7,6708585.542857142,1323781.6885555787,-0.03782465582751626,0.0,0,35014.0,33153.0,33818.71428571428,101429.0,340.0,5195329.1,6708585.542857142,7493015.655333334,1323781.6885555787,0,0,0,2,12,5516371.41,7240460.1,-208654.85000000056,-243163.61000000034,1515433.839999999,0,0,5002.0
2017-04-24,7075130.23,5783275.04,0,0,24,4,2,2017,17,0,0,0,7933547.43,6659045.31,5949599.34,7048966.579999999,1282161.124509158,0.4947194976063305,0.0,0,34949.0,28523.0,34075.28571428572,101429.0,340.0,4956146.85,7048966.579999999,7489350.113,1282161.124509158,0,0,0,1,11,5307716.56,5516371.41,2625830.87,1274502.12,2834485.7200000007,0,0,34949.0
2017-04-25,8289377.68,6751931.23,0,1,25,4,2,2017,17,0,0,0,7075130.23,8056843.67,5631526.96,7108407.282857143,1270664.947636039,-0.10820092872375997,0.0,0,39024.0,32079.0,35575.42857142857,101429.0,340.0,6400896.15,7108407.282857143,7526867.809333334,1270664.947636039,1,0,0,0,10,7933547.43,5307716.56,-858417.1999999993,-981713.4399999995,-3484248.0699999994,0,0,19512.0
2017-04-26,11677117.94,9490915.85,0,2,26,4,2,2017,17,0,0,0,8289377.68,8628781.58,6690279.11,7141626.427142858,1302239.8251056408,0.17162192221584016,0.0,0,32804.0,35793.0,35679.0,101429.0,340.0,6346191.53,7141626.427142858,7615462.833333333,1302239.8251056408,0,0,0,5,9,7075130.23,7933547.43,1214247.4499999993,-339403.9000000004,2072664.6499999985,0,0,10934.666666666666
2017-04-27,10910842.34,8767860.5,0,3,27,4,2,2017,17,0,0,0,11677117.94,7240460.1,7528150.84,7577103.049999999,2129418.7377345962,0.4086845105602668,0.0,0,37962.0,37700.0,35988.857142857145,101429.0,340.0,6080699.31,7577103.049999999,7781690.794333333,2129418.7377345962,0,0,0,4,8,8289377.68,7075130.23,3387740.26,4436657.84,2173492.8100000005,0,0,9490.5
2017-04-28,8873238.46,7052027.5,0,4,28,4,2,2017,17,0,0,0,10910842.34,5516371.41,8839810.76,8101443.37,2459081.967705032,-0.06562198000716601,0.0,0,33066.0,34469.0,35326.857142857145,101429.0,340.0,5046450.29,8101443.37,7894447.177666667,2459081.967705032,0,0,0,3,7,11677117.94,8289377.68,-766275.5999999996,5394470.93,-4154015.8599999994,0,0,6613.2
